Wban Number, YearMonthDay, Max Temp, Min Temp, Avg Temp, Dep from Normal, Avg Dew Pt, Avg Wet Bulb, Heating Degree Days, Cooling Degree Days, Significant Weather, Snow/Ice Depth, Snow/Ice Water Equiv, Precipitation Snowfall, Precipitation Water Equiv, Pressue Avg Station, Pressure Avg Sea Level, Wind Speed, Wind Direction, Wind Avg Speed, Max 5 sec speed, Max 5 sec Dir, Max 2 min speed, Max 2 min Dir
03013,20050317,65,20,  43 ,  43, 19, 34, 22,  0,-,M  ,-,M   , 0.00,25.87,30.26,  7.4,25,10.7, 25,25, 22,24
03013,20050318,52,28,  40 ,  40, 20, 33, 25,  0,-,M  ,-,M   , 0.00,26.01,29.80,  2.9,1, 6.6, 23,3, 16,4
03013,20050319,67,16,  42 ,  42, 24, 35, 23,  0,-,M  ,-,M   , 0.00,26.07,29.88, 10.3,18,12.1, 28,15, 23,15
03013,20050320,67,23,  45 ,  45, 29, 38, 20,  0,FG ,M  ,-,M   , 0.00,25.87,30.85,  1.7,2, 6.5, 28,34, 24,35
03013,20050321,50,36,  43 ,  43, 31, 37, 22,  0,HZ ,M  ,-,M   , 0.02,25.91,30.28, 17.4,36,17.7, 38,35, 31,35
03013,20050322,55,24,  40 ,  40, 29, 35, 25,  0,FG ,M  ,-,M   , 0.00,26.12,29.94, 10.0,1,13.2, 29,2, 24,1
03013,20050323,56,32,  44 ,  44, 35, 38, 21,  0,TS TSRA RA FG HZ VCTS ,M  ,-,M   , 0.01,25.92,29.72, 13.2,12,14.1, 35,10, 30,11
03013,20050324,55,26,  41 ,  41, 33, 38, 24,  0,FG+ FG ,M  ,-,M   , 0.00,26.00,29.78,  6.9,2, 8.9, 24,6, 20,2
03013,20050325,41,32,  37 ,  37, 29, 33, 28,  0,SN FG UP ,M  ,-,M   ,  T  ,26.21,30.04,  6.8,7, 9.1, 20,3, 16,2
03013,20050326,36,28,  32 ,  32, 30, 31, 33,  0,SN FG FZFG ,M  ,-,M   ,  T  ,26.28,30.15,  0.3,29, 7.3, 16,9, 13,27
03013,20050327,59,23,  41 ,  41, 27, 34, 24,  0,-,M  ,-,M   , 0.00,26.13,29.98,  5.8,23, 7.1, 18,25, 14,21
03013,20050328,80*,26,  53 ,  53, 33, 43, 12,  0,-,M  ,-,M   , 0.00,25.83,31.04,  7.6,22, 9.6, 32,19, 24,19
03013,20050329,72,38,  55*,  55, 27, 43, 10,  0,-,M  ,-,M   ,  T  ,25.65,32.28,  8.8,29,13.9, 45,35, 36,34
03013,20050330,62,31,  47 ,  47, 27, 38, 18,  0,-,M  ,-,M   ,  T  ,25.91,29.91,  1.8,20, 8.4, 29,16, 25,15
03013,20050331,44,29,  37 ,  37, 34, 36, 28,  0,RA FG HZ ,M  ,-,M   , 0.06,26.31,30.15, 12.8,2,15.6, 40,3, 32,3
03016,20050301,49,26,  38 ,M   , 25, 31, 27,  0,SN FG ,M  ,-,M   , 0.01,24.48,30.04,  1.3,33, 3.8, 29,28, 26,28
03016,20050302,50,20,  35 ,M   , 20, 29, 30,  0,-,M  ,-,M   , 0.00,24.53,30.11,  1.1,19, 2.4, 12,20, 10,20
03016,20050303,54,22,  38 ,M   , 18, 29, 27,  0,-,M  ,-,M   , 0.00,24.48,30.05,  1.5,23, 3.7, 14,27, 13,27
03016,20050304,55,22,  39 ,M   , 22, 31, 26,  0,-,M  ,-,M   , 0.00,24.55,30.12,  1.0,21, 3.4, 13,27, 10,26
03016,20050305,59,23,  41 ,M   , 23, 33, 24,  0,-,M  ,-,M   , 0.00,24.57,30.13,  2.7,25, 4.1, 18,27, 15,26
03016,20050306,58,29,  44 ,M   , 25, 35, 21,  0,-,M  ,-,M   , 0.00,24.53,30.05,  2.5,28, 4.7, 22,32, 18,32
03016,20050307,57,24,  41 ,M   , 20, 33, 24,  0,-,M  ,-,M   , 0.00,24.55,30.10,  3.6,32, 5.7, 23,35, 18,29
03016,20050308,56,27,  42 ,M   , 24, 33, 23,  0,-,M  ,-,M   , 0.00,24.61,30.14,  4.2,34, 6.2, 35,31, 29,32
03016,20050309,62,23,  43 ,M   , 23, 34, 22,  0,-,M  ,-,M   , 0.00,24.66,30.24,  3.1,26, 4.6, 21,27, 18,27
03016,20050310,60,24,  42 ,M   , 24, 34, 23,  0,-,M  ,-,M   , 0.00,24.62,30.17,  2.2,35, 5.8, 26,34, 22,34
03016,20050311,61,23,  42 ,M   , 20, 32, 23,  0,-,M  ,-,M   , 0.00,24.66,30.23,  2.6,24, 4.9, 17,27, 15,27
03016,20050312,64*,22,  43 ,M   , 21, 34, 22,  0,-,M  ,-,M   , 0.00,24.40,29.88,  5.2,26, 7.4, 30,24, 23,26
03016,20050313,52,21,  37 ,M   , 11, 28, 28,  0,-,M  ,-,M   , 0.00,24.41,29.93, 11.8,32,13.4, 33,30, 26,33
03016,20050314,41,15,  28 ,M   ,  4, 21, 37,  0,-,M  ,-,M   , 0.00,24.43,30.04,  4.4,33, 7.2, 29,35, 23,31
03016,20050315,44,10,  27*,M   ,  3, 20, 38,  0,-,M  ,-,M   , 0.00,24.49,30.13,  1.5,28, 3.7, 20,31, 15,30
03016,20050316,51,17,  34 ,M   , 12, 26, 31,  0,-,M  ,-,M   , 0.00,24.45,30.03,  2.5,25, 4.0, 24,27, 21,27
03016,20050317,54,23,  39 ,M   , 17, 30, 26,  0,-,M  ,-,M   , 0.00,24.25,29.74,  8.7,27,10.5, 38,26, 31,26
03016,20050318,51,24,  38 ,M   , 18, 29, 27,  0,-,M  ,-,M   ,  T  ,24.30,29.80,  1.5,30, 4.8, 28,34, 23,34
03016,20050319,55,24,  40 ,M   , 22, 33, 25,  0,-,M  ,-,M   , 0.00,24.32,29.83,  4.3,27, 5.8, 25,26, 22,26
03016,20050320,44,35,  40 ,M   , 35, 37, 25,  0,RA FG ,M  ,-,M   , 0.14,24.27,29.73,  5.1,27, 6.6, 25,28, 20,25
03016,20050321,47,28,  38 ,M   , 27, 33, 27,  0,-,M  ,-,M   , 0.00,24.43,29.97,  7.3,29, 8.8, 24,31, 21,30
03016,20050322,53,23,  38 ,M   , 24, 34, 27,  0,-,M  ,-,M   , 0.00,24.41,29.93,  2.0,16, 4.4, 18,17, 16,17
03016,20050323,51,31,  41 ,M   , 34, 37, 24,  0,TS TSRA SN FG ,M  ,-,M   , 0.10,24.17,30.10,  2.3,22, 6.9, 46,27, 38,27
03016,20050324,49,30,  40 ,M   , 32, 34, 25,  0,RA SN FG ,M  ,-,M   , 0.20,24.30,29.82,  1.4,30, 3.2, 24,31, 21,28
03016,20050325,43,33,  38 ,M   , 32, 35, 27,  0,FG ,M  ,-,M   , 0.01,24.31,29.84,  3.8,28, 5.1, 23,29, 21,28
03016,20050326,48,27,  38 ,M   , 25, 32, 27,  0,-,M  ,-,M   ,  T  ,24.52,30.07,  8.0,30, 9.7, 28,29, 22,30
03016,20050327,55,22,  39 ,M   , 24, 33, 26,  0,-,M  ,-,M   , 0.00,24.52,30.11,  2.1,28, 4.2, 18,26, 17,27
03016,20050328,61,31,  46*,M   , 27, 37, 19,  0,-,M  ,-,M   ,  T  ,24.21,30.75,  6.3,25, 8.2, 46,23, 35,23
03016,20050329,48,33,  41 ,M   , 26, 34, 24,  0,RA FG ,M  ,-,M   , 0.08,24.17,30.33,  7.4,28, 9.7, 29,25, 23,24
03016,20050330,41,31,  36 ,M   , 25, 31, 29,  0,SN FG+ FG ,M  ,-,M   , 0.10,24.32,29.86,  8.9,30, 9.8, 26,33, 24,33
03016,20050331,46,24,  35 ,M   , 16, 28, 30,  0,-,M  ,-,M   , 0.00,24.73,30.36,  9.9,31,12.0, 29,32, 22,31
03017,20050301,54,25,  40 ,   4, 17, 31, 25,  0,-,M  ,-,M   , 0.00,24.50,29.92,  3.7,24, 8.5, 22,26, 17,21
03017,20050302,53,25,  39 ,   3, 16, 30, 26,  0,-,M  ,-,M   , 0.00,24.55,29.96,  3.7,25, 8.5, 24,3, 20,2
03017,20050303,57,19,  38 ,   1,  9, 29, 27,  0,-,M  ,-,M   , 0.00,24.60,29.98,  4.9,23, 8.2, 17,21, 15,22
03017,20050304,61,30,  46 ,   9,  7, 31, 19,  0,-,M  ,-,M   , 0.00,24.62,30.01,  4.1,21, 9.1, 22,2, 16,4
03017,20050305,65,26,  46 ,   9, 14, 33, 19,  0,-,M  ,-,M   , 0.00,24.65,30.04,  6.9,21,11.3, 30,19, 25,18
03017,20050306,66,32,  49 ,  12, 16, 35, 16,  0,-,M  ,-,M   , 0.00,24.49,29.82,  5.9,28,12.1, 36,3, 30,3
03017,20050307,54,30,  42 ,   5, 21, 34, 23,  0,-,M  ,-,M   ,  T  ,24.56,29.94,  3.7,28, 8.9, 31,28, 26,27
03017,20050308,51,26,  39 ,   1, 22, 34, 26,  0,RA SN FG BR ,M  ,-,M   , 0.01,24.60,29.98,  9.7,34,14.7, 55,1, 48,1
03017,20050309,66,25,  46 ,   8, 22, 37, 19,  0,-,M  ,-,M   , 0.00,24.64,30.00,  6.1,25, 9.1, 22,27, 18,33
03017,20050310,50,26,  38 ,   0, 20, 32, 27,  0,-,M  ,-,M   ,  T  ,24.71,30.10,  8.9,35,13.4, 41,2, 36,1
03017,20050311,69,20,  45 ,   7, 14, 34, 20,  0,-,M  ,-,M   , 0.00,24.59,29.98,  8.7,24,12.3, 25,26, 22,27
03017,20050312,64,28,  46 ,   7, 18, 36, 19,  0,SN FG FZFG BLDU ,M  ,-,M   , 0.11,24.39,29.68,  4.9,34,17.1, 46,29, 37,29
03017,20050313,30,23,  27 , -12, 20, 24, 38,  0,SN FG ,M  ,-,M   , 0.11,24.58,30.09,  3.9,1, 8.5, 31,1, 28,1
03017,20050314,29,18,  24*, -15, 17, 21, 41,  0,SN FG+ FG FZFG ,M  ,-,M   , 0.03,24.61,30.15,  2.3,19, 6.0, 22,2, 15,1
03017,20050315,40,14,  27 , -12,  8, 21, 38,  0,-,M  ,-,M   , 0.00,24.57,30.08,  6.1,20, 9.2, 17,22, 15,21
03017,20050316,51,24,  38 ,  -2, 11, 28, 27,  0,-,M  ,-,M   , 0.00,24.46,29.89,  8.5,24,10.7, 23,30, 18,29
03017,20050317,58,30,  44 ,   4, 16, 32, 21,  0,-,M  ,-,M   , 0.00,24.26,30.56,  9.4,27,13.4, 33,28, 28,31
03017,20050318,44,21,  33 ,  -7, 18, 27, 32,  0,-,M  ,-,M   , 0.00,24.38,29.78,  4.5,12, 8.3, 21,6, 17,8
03017,20050319,58,22,  40 ,   0, 19, 31, 25,  0,-,M  ,-,M   , 0.00,24.40,29.80,  4.3,20, 8.4, 18,28, 16,18
03017,20050320,60,29,  45 ,   4, 26, 36, 20,  0,FG ,M  ,-,M   , 0.00,24.30,29.86,  1.0,33, 9.6, 24,17, 20,7
03017,20050321,50,32,  41 ,   0, 32, 35, 24,  0,RA SN FG+ FG ,M  ,-,M   , 0.17,24.40,29.76, 11.0,36,13.5, 37,2, 32,2
03017,20050322,53,29,  41 ,   0, 28, 35, 24,  0,FG ,M  ,-,M   , 0.00,24.47,29.88,  2.9,11, 8.7, 23,16, 21,16
03017,20050323,51,27,  39 ,  -2, 31, 34, 26,  0,TS TSRA SN FG+ FG FZFG HZ,M  ,-,M   , 0.08,24.26,30.00,  2.5,25, 9.1, 26,29, 22,31
03017,20050324,37,26,  32 ,  -9, 29, 31, 33,  0,SN FG+ FG ,M  ,-,M   , 0.02,24.43,29.84,  9.2,2,10.0, 21,2, 17,2
03017,20050325,34,23,  29 , -13, 24, 27, 36,  0,SN FG ,M  ,-,M   ,  T  ,24.55,30.02,  4.6,7, 8.5, 14,4, 13,5
03017,20050326,43,29,  36 ,  -6, 26, 30, 29,  0,RA FZDZ SN FG+ FG FZFG ,M  ,-,M   , 0.01,24.61,30.10,  3.3,28, 8.3, 17,22, 15,22
03017,20050327,65,29,  47 ,   5, 20, 35, 18,  0,-,M  ,-,M   , 0.00,24.48,29.85,  7.0,23,10.0, 21,21, 17,21
03017,20050328,74*,36,  55*,  12, 18, 40, 10,  0,-,M  ,-,M   , 0.00,24.20,31.52,  5.1,21,10.3, 24,22, 21,23
03017,20050329,56,32,  44 ,   1, 25, 36, 21,  0,-,M  ,-,M   , 0.01,24.14,32.35,  5.1,31,13.4, 37,30, 33,30
03017,20050330,52,22,  37 ,  -6, 20, 31, 28,  0,SN FG+ FG ,M  ,-,M   , 0.04,24.33,29.71,  4.3,1,11.8, 37,36, 28,36
03017,20050331,46,25,  36 ,  -7, 23, 30, 29,  0,SN FG ,M  ,-,M   ,  T  ,24.79,30.27, 11.9,1,17.3, 36,1, 30,1
03024,20050301,53,27,  40 ,M   , 18, 32, 25,  0,-,M  ,-,M   , 0.00,26.86,30.05,  7.2,16, 8.3, 24,17, 18,17
03024,20050302,64,29,  47 ,M   , 24, 37, 18,  0,-,M  ,-,M   , 0.00,26.78,29.97,  2.8,21, 5.7, 21,16, 16,16
03024,20050303,68,33,  51 ,M   , 31, 41, 14,  0,-,M  ,-,M   , 0.00,26.82,29.99,  5.3,18, 8.5, 35,20, 26,18
03024,20050304,68,39,  54 ,M   , 34, 44, 11,  0,FG ,M  ,-,M   , 0.00,26.86,30.03,  4.3,22, 7.0, 22,18, 17,17
03024,20050305,64,39,  52 ,M   , 32, 43, 13,  0,-,M  ,-,M   , 0.00,27.01,30.17,  3.2,18, 6.6, 25,13, 20,13
03024,20050306,68,42,  55 ,M   , 41, 48, 10,  0,-,M  ,-,M   , 0.00,26.81,29.96, 10.8,21,11.5, 30,21, 23,21
03024,20050307,62,42,  52 ,M   , 25, 41, 13,  0,-,M  ,-,M   , 0.00,26.76,29.91,  9.4,36,13.6, 36,2, 29,2
03024,20050308,65,37,  51 ,M   , 29, 40, 14,  0,-,M  ,-,M   , 0.00,26.80,29.98,  1.7,9, 9.7, 35,2, 30,2
03024,20050309,65,34,  50 ,M   , 25, 39, 15,  0,-,M  ,-,M   , 0.00,26.90,30.08,  4.2,29,10.2, 26,34, 22,34
03024,20050310,64,44,  54 ,M   , 22, 40, 11,  0,-,M  ,-,M   , 0.00,26.85,30.01, 10.0,2,15.3, 39,3, 32,3
03024,20050311,69,37,  53 ,M   , 24, 41, 12,  0,-,M  ,-,M   , 0.00,26.91,30.08, 10.7,25,11.7, 30,24, 24,24
03024,20050312,84*,47,  66*,M   , 24, 45,  0,  1,-,M  ,-,M   , 0.00,26.53,30.25,  2.6,24,13.7, 33,6, 29,5
03024,20050313,51,33,  42 ,M   , 25, 35, 23,  0,-,M  ,-,M   ,  T  ,26.83,29.99, 13.2,4,13.6, 35,4, 29,5
03024,20050314,40,35,  38 ,M   , 26, 33, 27,  0,-,M  ,-,M   ,  T  ,26.92,30.13,  4.1,6, 7.3, 23,10, 18,8
03024,20050315,36,31,  34 ,M   , 31, 32, 31,  0,SN FG+ FG FZFG ,M  ,-,M   , 0.54,26.90,30.14,  8.4,5, 8.7, 23,6, 18,7
03024,20050316,42,24,  33*,M   , 26, 30, 32,  0,SN FG+ FG FZFG ,M  ,-,M   , 0.03,26.87,30.13,  5.4,22, 6.1, 17,19, 15,23
03024,20050317,60,29,  45 ,M   , 28, 36, 20,  0,-,M  ,-,M   , 0.00,26.61,29.79,  9.0,20,10.9, 25,24, 21,23
03024,20050318,60,39,  50 ,M   , 26, 39, 15,  0,-,M  ,-,M   ,  T  ,26.59,29.76,  4.1,35, 8.4, 30,2, 18,2
03024,20050319,58,32,  45 ,M   , 27, 38, 20,  0,-,M  ,-,M   , 0.00,26.79,29.97,  7.5,13,10.0, 24,16, 20,15
03024,20050320,72,42,  57 ,M   , 34, 45,  8,  0,-,M  ,-,M   , 0.01,26.59,29.71, 13.9,19,16.4, 35,26, 25,26
03024,20050321,56,41,  49 ,M   , 36, 42, 16,  0,-,M  ,-,M   ,  T  ,26.46,30.81, 13.4,30,17.0, 39,33, 30,33
03024,20050322,53,37,  45 ,M   , 32, 38, 20,  0,-,M  ,-,M   ,  T  ,26.73,29.91, 11.9,34,14.1, 35,33, 29,33
03024,20050323,63,33,  48 ,M   , 35, 40, 17,  0,FG ,M  ,-,M   , 0.00,26.66,29.83,  9.7,14,11.7, 41,13, 32,13
03024,20050324,70,39,  55 ,M   , 34, 43, 10,  0,HZ ,M  ,-,M   , 0.00,26.59,29.72,  4.1,30,11.7, 30,24, 23,24
03024,20050325,53,36,  45 ,M   , 33, 39, 20,  0,-,M  ,-,M   , 0.10,26.82,30.00,  8.0,3, 9.0, 21,4, 17,5
03024,20050326,38,32,  35 ,M   , 32, 34, 30,  0,RA SN FG+ FG UP ,M  ,-,M   , 0.19,26.87,30.10,  8.9,3,10.6, 24,4, 18,2
03024,20050327,59,29,  44 ,M   , 28, 37, 21,  0,-,M  ,-,M   , 0.00,26.83,30.05,  3.8,25, 7.1, 17,33, 15,30
03024,20050328,78,41,  60 ,M   , 35, 47,  5,  0,-,M  ,-,M   , 0.00,26.53,30.52,  8.8,19,10.2, 23,17, 18,20
03024,20050329,76,50,  63 ,M   , 30, 46,  2,  0,-,M  ,-,M   , 0.00,26.36,32.37, 14.3,24,16.3, 48,22, 40,24
03024,20050330,67,39,  53 ,M   , 28, 42, 12,  0,-,M  ,-,M   ,  T  ,26.54,29.66,  3.6,24, 6.9, 30,20, 20,27
03024,20050331,56,38,  47 ,M   , 32, 38, 18,  0,RA FG ,M  ,-,M   , 0.15,26.81,29.99,  8.1,1,15.7, 45,3, 37,2
03026,20050301,56,17,  37 ,M   , 12, 29, 28,  0,-,M  ,-,M   , 0.00,25.61,29.95,  4.4,26,10.3, 25,24, 22,24
03026,20050302,57,23,  40 ,M   , 20, 31, 25,  0,-,M  ,-,M   ,  T  ,25.65,29.97,  9.1,30,10.4, 32,32, 29,33
03026,20050303,62,23,  43 ,M   , 12, 31, 22,  0,-,M  ,-,M   , 0.00,25.68,29.99,  6.0,28, 9.5, 20,29, 16,26
03026,20050304,65,21,  43 ,M   , 10, 31, 22,  0,-,M  ,-,M   , 0.00,25.72,30.04,  4.2,26, 9.2, 22,25, 18,24
03026,20050305,65,26,  46 ,M   , 20, 35, 19,  0,-,M  ,-,M   , 0.00,25.81,30.12, 14.7,17,15.6, 30,18, 24,19
03026,20050306,69,30,  50 ,M   , 18, 37, 15,  0,-,M  ,-,M   , 0.00,25.56,29.82,  7.8,30,13.3, 36,27, 28,32
03026,20050307,54,27,  41 ,M   , 18, 32, 24,  0,-,M  ,-,M   , 0.00,25.66,29.93, 13.7,34,18.6, 53,35, 37,35
03026,20050308,51,24,  38 ,M   , 22, 33, 27,  0,-,M  ,-,M   , 0.00,25.67,29.99, 12.5,33,16.6, 43,34, 35,34
03026,20050309,64,26,  45 ,M   , 24, 36, 20,  0,-,M  ,-,M   , 0.00,25.69,30.01,  6.3,31, 9.6, 23,36, 18,2
03026,20050310,54,26,  40 ,M   , 16, 33, 25,  0,-,M  ,-,M   , 0.00,25.74,30.06, 18.4,34,19.5, 43,35, 35,35
03026,20050311,69,25,  47 ,M   , 13, 33, 18,  0,-,M  ,-,M   , 0.00,25.68,29.97, 14.1,29,15.1, 36,31, 29,31
03026,20050312,72,33,  53 ,M   , 19, 37, 12,  0,HZ ,M  ,-,M   , 0.00,25.46,29.70,  8.3,36,16.5, 49,2, 40,1
03026,20050313,39,19,  29 ,M   , 21, 27, 36,  0,SN FG HZ ,M  ,-,M   , 0.05,25.71,30.07, 10.3,34,12.0, 30,34, 23,35
03026,20050314,34,16,  25*,M   , 15, 23, 40,  0,-,M  ,-,M   , 0.00,25.77,30.18,  4.6,30, 6.9, 18,35, 15,36
03026,20050315,47,18,  33 ,M   , 10, 24, 32,  0,-,M  ,-,M   , 0.00,25.72,30.11,  6.7,27, 8.3, 18,30, 15,29
03026,20050316,54,15,  35 ,M   ,  7, 26, 30,  0,-,M  ,-,M   , 0.00,25.61,29.94,  9.6,23,10.7, 26,24, 22,23
03026,20050317,61,26,  44 ,M   , 14, 33, 21,  0,-,M  ,-,M   , 0.00,25.36,30.11,  7.3,27,12.7, 30,35, 24,36
03026,20050318,48,15,  32 ,M   , 16, 27, 33,  0,-,M  ,-,M   , 0.00,25.51,29.81, 12.7,35,14.4, 36,35, 30,35
03026,20050319,61,13,  37 ,M   , 20, 31, 28,  0,-,M  ,-,M   , 0.00,25.55,29.89, 13.8,19,14.8, 35,19, 31,20
03026,20050320,61,25,  43 ,M   , 32, 37, 22,  0,FG ,M  ,-,M   , 0.00,25.41,29.68, 10.4,12,15.4, 31,10, 28,10
03026,20050321,38,30,  34 ,M   , 33, 33, 31,  0,RA SN FG+ FG UP ,M  ,-,M   , 0.22,25.43,29.73, 18.1,36,18.6, 30,36, 24,36
03026,20050322,42,29,  36 ,M   , 30, 32, 29,  0,SN FG ,M  ,-,M   ,  T  ,25.62,29.97,  8.9,1,12.0, 22,35, 18,36
03026,20050323,34,28,  31 ,M   , 31, 31, 34,  0,FG+ FG FZFG ,M  ,-,M   ,  T  ,25.46,29.78, 12.3,15,14.0, 26,13, 23,13
03026,20050324,47,30,  39 ,M   , 32, 35, 26,  0,FG+ FG ,M  ,-,M   , 0.00,25.51,29.82, 11.8,35,12.7, 25,36, 21,1
03026,20050325,37,25,  31 ,M   , 26, 28, 34,  0,FG ,M  ,-,M   , 0.00,25.70,30.07,  6.7,5,10.7, 25,35, 21,34
03026,20050326,40,22,  31 ,M   , 25, 30, 34,  0,FG FZFG ,M  ,-,M   , 0.00,25.76,30.13,  2.9,35, 7.3, 17,1, 14,3
03026,20050327,62,21,  42 ,M   , 20, 33, 23,  0,-,M  ,-,M   , 0.00,25.61,29.93,  8.1,23, 9.5, 18,23, 16,21
03026,20050328,73*,33,  53 ,M   , 25, 41, 12,  0,-,M  ,-,M   , 0.00,25.32,31.11, 12.7,21,14.7, 37,25, 31,26
03026,20050329,66,39,  53*,M   , 27, 40, 12,  0,-,M  ,-,M   , 0.02,25.17,32.29,  6.7,34,14.2, 44,25, 36,25
03026,20050330,57,29,  43 ,M   , 26, 36, 22,  0,-,M  ,-,M   , 0.05,25.41,30.03,  4.6,32, 9.8, 23,30, 17,35
03026,20050331,43,27,  35 ,M   , 31, 34, 30,  0,SN FG ,M  ,-,M   , 0.05,25.84,30.19, 13.7,36,15.4, 33,1, 29,2
03027,20050301,48,25,  37 ,M   , 22, 30, 28,  0,-,M  ,-,M   ,  T  ,23.00,29.95, 12.8,29,13.6, 35,30, 30,29
03027,20050302,52,25,  39 ,M   , 16, 29, 26,  0,-,M  ,-,M   , 0.00,23.04,29.98, 11.0,30,12.3, 24,28, 20,28
03027,20050303,50,26,  38 ,M   , 20, 31, 27,  0,-,M  ,-,M   , 0.00,23.07,29.98,  9.6,28,12.4, 38,29, 33,29
03027,20050304,55,24,  40 ,M   , 22, 32, 25,  0,-,M  ,-,M   , 0.00,23.11,30.07,  1.0,7, 9.2, 18,12, 15,14
03027,20050305,43,32,  38 ,M   , 34, 36, 27,  0,RA FG+ FG ,M  ,-,M   , 0.09,23.19,30.13,  7.8,12, 9.0, 18,15, 15,10
03027,20050306,46,32,  39 ,M   , 34, 36, 26,  0,SN FG ,M  ,-,M   , 0.04,23.06,30.01,  7.8,27,10.0, 22,29, 20,29
03027,20050307,54,28,  41 ,M   , 27, 34, 24,  0,-,M  ,-,M   , 0.00,23.08,30.00, 10.0,27,12.0, 25,25, 21,25
03027,20050308,60,26,  43 ,M   , 21, 32, 22,  0,-,M  ,-,M   ,  T  ,23.06,29.97,  8.9,33,14.9, 49,3, 39,3
03027,20050309,60,21,  41 ,M   , 19, 33, 24,  0,FG ,M  ,-,M   , 0.00,23.20,30.14, 11.5,29,12.3, 28,29, 21,27
03027,20050310,63,31,  47 ,M   , 21, 35, 18,  0,-,M  ,-,M   , 0.00,23.13,30.00,  1.1,11,13.2, 28,12, 23,30
03027,20050311,61,25,  43 ,M   , 19, 32, 22,  0,-,M  ,-,M   , 0.00,23.21,30.14, 10.3,27,14.9, 35,27, 26,26
03027,20050312,65*,30,  48 ,M   , 16, 35, 17,  0,-,M  ,-,M   , 0.00,22.98,29.80, 21.8,29,22.2, 49,28, 41,30
03027,20050313,48,26,  37 ,M   , 25, 31, 28,  0,SN FG+ FG FZFG ,M  ,-,M   , 0.23,22.96,29.85,  9.2,9,15.2, 28,13, 25,12
03027,20050314,26,20,  23 ,M   , 21, 23, 42,  0,SN FG+ FG FZFG UP ,M  ,-,M   , 0.31,22.95,29.96, 17.7,9,18.5, 31,7, 25,12
03027,20050315,22,6,  14*,M   , 15, 17, 51,  0,SN FG+ FG FZFG HZ ,M  ,-,M   , 0.18,22.97,30.06, 17.9,6,18.7, 39,7, 31,5
03027,20050316,30,7,  19 ,M   , 14, 18, 46,  0,FG+ FG FZFG HZ ,M  ,-,M   , 0.00,23.04,30.17, 11.2,30,11.6, 26,30, 23,30
